Suyong_,,
https://assets.ppy.sh/profile-badges/belladonnasduojicup@2x.png,Belladonna's Duoiji Cup 2023,1st Place
https://assets.ppy.sh/profile-badges/rsn3-2019@2x.png,Rising Nations 3,1st Place
,,
Peresia,,
https://assets.ppy.sh/profile-badges/owc2023-2nd@2x.png,osu! World Cup 2023,2nd Place
https://assets.ppy.sh/profile-badges/CorsaceOpen2023_2nd@2x.png,Corsace Open 2023,2nd Place
https://assets.ppy.sh/profile-badges/ewpp-2023@2x.png,East World Parade 2023,1st Place
https://assets.ppy.sh/profile-badges/owc2022-2nd@2x.png,osu! World Cup 2022,2nd Place
,,
Lujeol,,
,,
KRZY,,
https://assets.ppy.sh/profile-badges/roll-3-@2x.png,!roll 3,1st Place
https://assets.ppy.sh/profile-badges/feliciasduoshowdown2024@2x.png,felicia's duo showdown 2024,1st Place
https://assets.ppy.sh/profile-badges/MCS2023@2x.png,Manu's Class Showdown,1st Place
https://assets.ppy.sh/profile-badges/oktwinter@2x.jpg,osu! Korean Tournament 2014,1st Place
https://assets.ppy.sh/profile-badges/owc2012@2x.png,osu! World Cup #2,1st Place
https://assets.ppy.sh/profile-badges/owc2013@2x.png,osu! World Cup #3,1st Place
,,
HDJump,,
,,
ch0co,,
https://assets.ppy.sh/profile-badges/agdt3-@2x.png,Axolotl's Gimmick Draft Tournament 3,1st Place
https://assets.ppy.sh/profile-badges/C5AC@2x.png,Convex's 5 Digit Auction Cup,1st Place
https://assets.ppy.sh/profile-badges/5dkc2023@2x.png,5 Digit Korean Cup 2023,1st Place
,,
MYKEYBOARD,,
,,
mokia-,,
https://assets.ppy.sh/profile-badges/kcsc-2023@2x.png,Korean Community Suiji Cup,1st Place
,,
worst hr player,,
https://assets.ppy.sh/profile-badges/owc2024-winner.png,osu! World Cup 2024,1st Place
https://assets.ppy.sh/profile-badges/CO2024@2x.png,Corsace Open 2024,1st Place
https://assets.ppy.sh/profile-badges/PERENNIAL2024@2x.png,The Perennial 2024,1st Place
https://assets.ppy.sh/profile-badges/RESCUP24@2x.png,Resurrection Cup 2024,1st Place
https://assets.ppy.sh/profile-badges/APAC24@2x.png,APAC Duo 2024,1st Place
https://assets.ppy.sh/profile-badges/3wc24@2x.png,3 Digit World Cup 2024,1st Place
https://assets.ppy.sh/profile-badges/mammoth_mayhem_24@2x.png,APAC Mammoth Mayhem 2024,1st Place
https://assets.ppy.sh/profile-badges/owc2023-2nd@2x.png,osu! World Cup 2023,2nd Place
https://assets.ppy.sh/profile-badges/CorsaceOpen2023_2nd@2x.png,Corsace Open 2023,2nd Place
https://assets.ppy.sh/profile-badges/JHT2023_2@2x.png,Jeong's Hidden Tournament 2023,1st Place
https://assets.ppy.sh/profile-badges/duocupk-2023@2x.png,DUO CUP: KOREA 2023,1st Place
https://assets.ppy.sh/profile-badges/ewpp-2023@2x.png,East World Parade 2023,1st Place
https://assets.ppy.sh/profile-badges/3dwc-2023@2x.png,3 Digit World Cup 2023,1st Place
https://assets.ppy.sh/profile-badges/owc2022-2nd@2x.png,osu! World Cup 2022,2nd Place
https://assets.ppy.sh/profile-badges/kdc-2022@2x.png,Korean Duo Cup 2022,1st Place
,,
FlyingTuna,,
https://assets.ppy.sh/profile-badges/owc2024-winner.png,osu! World Cup 2024,1st Place
https://assets.ppy.sh/profile-badges/korean-tournament-2024@2x.png,osu! Korean Tournament 2024,1st Place
https://assets.ppy.sh/profile-badges/CO2024@2x.png,Corsace Open 2024,1st Place
https://assets.ppy.sh/profile-badges/FTT52024@2x.png,Full Technical Tournament 5,1st Place
https://assets.ppy.sh/profile-badges/PERENNIAL2024@2x.png,The Perennial 2024,1st Place
https://assets.ppy.sh/profile-badges/WONDERLAND2024@2x.png,Wonderland Cup: Through the Looking Glass,1st Place
https://assets.ppy.sh/profile-badges/EZWC2024@2x.png,EZ World Cup 2024,1st Place
https://assets.ppy.sh/profile-badges/BC2@2x.png,Blossom Cup 2,1st Place
https://assets.ppy.sh/profile-badges/SSOT2024@2x.png,SSOT 2024,1st Place
https://assets.ppy.sh/profile-badges/mammoth_mayhem_24@2x.png,APAC Mammoth Mayhem 2024,1st Place
https://assets.ppy.sh/profile-badges/KCSC2024@2x.png,Korean Community Suiji Cup 2024,1st Place
https://assets.ppy.sh/profile-badges/owc2023-2nd@2x.png,osu! World Cup 2023,2nd Place
https://assets.ppy.sh/profile-badges/CorsaceOpen2023_2nd@2x.png,Corsace Open 2023,2nd Place
https://assets.ppy.sh/profile-badges/badge_owc2021_3rd_place@2x.png,osu! World Cup 2021,3rd Place
https://assets.ppy.sh/profile-badges/ftt3-2021@2x.png,Full Technical Tournament 3,1st Place
https://assets.ppy.sh/profile-badges/gafs8-2021@2x.png,Gotta Aim Fast Season 8,1st Place
https://assets.ppy.sh/profile-badges/oaot3-2021@2x.png,osu! Asia Oceania Tournament 3,1st Place
https://assets.ppy.sh/profile-badges/OKTs-2021@2x.png,OKT 2021,1st Place
https://assets.ppy.sh/profile-badges/corsace-closed-2021@2x.png,Corsace Closed 2021,1st Place
https://assets.ppy.sh/profile-badges/perennial-2021@2x.png,The Perennial 2021,1st Place
https://assets.ppy.sh/profile-badges/obr3-2021@2x.png,osu! Battle Royale 3,1st Place
https://assets.ppy.sh/profile-badges/djfnc-2020@2x.png?2020,DJ Fall Northern Cup 2020,1st Place
https://assets.ppy.sh/profile-badges/sanicgaf-2020@2x.png,Gotta Aim Fast 7,1st Place
https://assets.ppy.sh/profile-badges/corsace-2nd-2020@2x.png,Corsace Open 2020,2nd Place
https://assets.ppy.sh/profile-badges/ksm-t1-2020@2x.png,Kahli's Summer Melee Tier 1,1st Place
https://assets.ppy.sh/profile-badges/okrt2-2020@2x.png,osu! Korean Tournament #11,1st Place
https://assets.ppy.sh/profile-badges/aot2-2020@2x.png,osu! Asia Oceania Tournament 2,1st Place
https://assets.ppy.sh/profile-badges/oakt2w-2020@2x.png,osu! All-Kill Tournament 2 Open Rank,1st Place
https://assets.ppy.sh/profile-badges/dsc-div-s-2020@2x.png,Dio's Spring Classic Division S,1st Place
https://assets.ppy.sh/profile-badges/tt2-2020@2x.png,Touhou Tournament 2,1st Place
https://assets.ppy.sh/profile-badges/dbht-2020@2x.png,Dio's Bizarre Holiday Triples Division S,1st Place
https://assets.ppy.sh/profile-badges/owc2019_2nd@2x.png,osu! World Cup 2019:,2nd Place
https://assets.ppy.sh/profile-badges/oktx-2019@2x.png,OKT X,1st Place
https://assets.ppy.sh/profile-badges/gaf-s6-2019@2x.png,Gotta Aim Fast 6,1st Place
https://assets.ppy.sh/profile-badges/t2t-2019@2x.png,Test Tournament 2,1st Place
https://assets.ppy.sh/profile-badges/otst-2019@2x.jpg,osu! TV Size Tournament 2019,1st Place
,,
Amamya Kokoro,,
https://assets.ppy.sh/profile-badges/owc2024-winner.png,osu! World Cup 2024,1st Place
https://assets.ppy.sh/profile-badges/MNCFULL24@2x.png,Moonlight Nightmare Circular Full Moon,1st Place
https://assets.ppy.sh/profile-badges/EZWC2024@2x.png,EZ World Cup 2024,1st Place
https://assets.ppy.sh/profile-badges/KGR24@2x.png,Keep Gambling Redux,1st Place
https://assets.ppy.sh/profile-badges/3wc24@2x.png,3 Digit World Cup 2024,1st Place
https://assets.ppy.sh/profile-badges/owc2023-2nd@2x.png,osu! World Cup 2023,2nd Place
https://assets.ppy.sh/profile-badges/ewpp-2023@2x.png,East World Parade 2023,1st Place
https://assets.ppy.sh/profile-badges/3dwc-2023@2x.png,3 Digit World Cup 2023,1st Place
https://assets.ppy.sh/profile-badges/fffw-2023@2x.png,Floral Fury Faceoff,1st Place
https://assets.ppy.sh/profile-badges/owc2022-2nd@2x.png,osu! World Cup 2022,2nd Place
https://assets.ppy.sh/profile-badges/cc3-2-2022@2x.png,Conyoh Cup #3 Division 2,1st Place
,,
fragranceofpage,,
https://assets.ppy.sh/profile-badges/owc2024-winner.png,osu! World Cup 2024,1st Place
https://assets.ppy.sh/profile-badges/STQT2024@2x.png,Stage's Tranquility Tournament 4,1st Place
https://assets.ppy.sh/profile-badges/badgelesswanderersshowdown@2x.png,Badgeless Wanderers Showdown,1st Place
https://assets.ppy.sh/profile-badges/3wc24@2x.png,3 Digit World Cup 2024,1st Place
